Campaign_ID,Channel,Date,Impressions,Clicks,CTR (%),Conversions,Conversion Rate (%),Cost ($),CAC ($),Revenue ($),ROI (%)
C55571,Facebook,2024-01-07,18025,12009,66.624133148405,9225,76.81738695978017,1833.5,0.2,242935.71,13149.83
C16156,Google Ads,2024-01-27,35816,26835,74.92461469734198,21677,80.77883361281908,1015.92,0.05,294727.79,28910.93
C20208,Facebook,2024-02-04,21517,1578,7.3337361156295025,856,54.24588086185045,461.84,0.54,20597.7,4359.92
C96801,Facebook,2024-01-21,40176,13239,32.95250896057348,10752,81.21459324722412,1888.72,0.18,200352.06,10507.82
C61965,Google Ads,2024-02-09,18985,595,3.1340531998946535,467,78.4873949579832,329.37,0.71,15955.32,4744.19
C70023,Google Ads,2024-03-10,7913,1847,23.34133704031341,624,33.78451543042772,940.45,1.51,6245.33,564.08
C87162,Email,2024-03-26,19506,18684,95.7859120270686,16942,90.67651466495397,428.75,0.03,329886.4,76841.43
C84290,Google Ads,2024-02-21,34107,6122,17.949394552437916,1687,27.556354132636397,846.48,0.5,42811.21,4957.56
C77428,Google Ads,2024-03-24,21539,10633,49.366265843353915,2500,23.511708830997836,1969.25,0.79,51137.77,2496.81
C55997,Google Ads,2024-02-19,11138,7601,68.24384988328246,1585,20.8525194053414,1079.06,0.68,41272.36,3724.84
C23810,Google Ads,2024-03-31,13154,11125,84.5750342101262,4156,37.35730337078652,381.3,0.09,136389.59,35669.63
C91492,Facebook,2024-01-02,39248,1348,3.434569914390542,526,39.02077151335311,231.13,0.44,25150.79,10781.66
C63930,Email,2024-02-25,7503,5325,70.97161135545782,2318,43.53051643192488,1221.39,0.53,79817.91,6435.01
C50045,Email,2024-01-07,26947,10075,37.38820647938546,9090,90.22332506203475,1629.0,0.18,201082.97,12243.95
C09411,Google Ads,2024-03-18,26787,26106,97.45772202934259,23361,89.4851758216502,1172.76,0.05,1116327.69,95088.08
C77344,Email,2024-03-09,14475,14148,97.74093264248704,8296,58.63726321741589,1404.48,0.17,229352.47,16230.06
C86776,Facebook,2024-03-21,43886,9608,21.893086633550563,9050,94.19233971690258,1252.04,0.14,351027.54,27936.45
C06377,Facebook,2024-03-16,36670,6335,17.275702208890102,5985,94.47513812154696,852.67,0.14,94748.18,11011.94
C22094,Email,2024-03-21,19499,17518,89.84050464126365,6209,35.44354378353694,907.73,0.15,135909.71,14872.48
C89222,Email,2024-01-15,40365,36470,90.35055122011644,3709,10.17000274197971,1066.75,0.29,58300.57,5365.25
C17073,Email,2024-01-31,9870,9819,99.48328267477203,8661,88.20653834402688,759.47,0.09,363121.49,47712.49
C84302,Google Ads,2024-03-31,18787,11140,59.29632192473518,2919,26.202872531418315,1149.36,0.39,74300.64,6364.52
C80751,Google Ads,2024-02-08,41198,15790,38.32710325743968,4926,31.196960101329957,638.29,0.13,137529.61,21446.57
C23151,Facebook,2024-01-05,41809,4890,11.696046305819321,369,7.546012269938649,1335.97,3.62,15455.17,1056.85
C73405,Google Ads,2024-03-06,36147,32862,90.91210888870445,19773,60.169800985941215,994.6,0.05,511213.47,51298.9
C86651,Google Ads,2024-03-16,28865,21268,73.68092846007275,7321,34.42260673312018,1904.18,0.26,169892.63,8822.09
C87408,Facebook,2024-01-13,32106,10456,32.567121410328284,3271,31.283473603672533,430.98,0.13,103752.13,23973.54
C91694,Email,2024-01-17,27246,22731,83.42876018498127,16706,73.49434692710396,582.57,0.03,197518.92,33804.75
C19559,Facebook,2024-02-21,48313,29267,60.5778982882454,4337,14.818737827587386,471.23,0.11,155564.63,32912.46
C25888,Google Ads,2024-02-03,8329,6943,83.3593468603674,3385,48.75414086129915,718.41,0.21,67165.23,9249.15
C01783,Email,2024-03-02,39676,26156,65.92398427260812,5728,21.899372992812356,1674.76,0.29,244982.35,14527.91
C50386,Google Ads,2024-01-12,48035,33309,69.34318725929009,1543,4.632381638596176,778.73,0.5,48119.54,6079.23
C93775,Facebook,2024-02-19,43205,25974,60.11804189329939,14034,54.03095403095403,1464.16,0.1,623675.19,42496.11
C54907,Facebook,2024-01-12,37523,20780,55.37936732137623,19138,92.09817131857555,1361.71,0.07,873674.06,64060.07
C92745,Email,2024-02-28,14932,13656,91.45459416019287,6648,48.68189806678383,323.98,0.05,266852.21,82266.88
C35176,Google Ads,2024-01-21,43772,19361,44.23147217399251,7233,37.35860750994267,1878.77,0.26,159657.44,8397.98
C52160,Email,2024-02-03,30516,13712,44.93380521693538,7679,56.002042007001165,209.37,0.03,132499.38,63184.8
C59045,Google Ads,2024-01-15,24803,17167,69.2134016046446,11225,65.38707986252695,710.97,0.06,414935.59,58261.9
C34998,Facebook,2024-02-17,35286,25610,72.57835968939523,17986,70.23037875829755,1945.74,0.11,664533.64,34053.26
C32992,Google Ads,2024-02-01,15267,12984,85.04617803104736,1605,12.361367837338262,1236.31,0.77,35587.2,2778.5
C59097,Email,2024-01-09,37249,28801,77.3201965153427,3297,11.447519183361688,1841.95,0.56,42716.63,2219.1
C70402,Facebook,2024-02-22,24185,17689,73.14037626628075,5098,28.820170727570805,429.77,0.08,154580.38,35868.16
C68801,Email,2024-01-09,30013,7591,25.29237330490121,5860,77.1966802792781,1768.46,0.3,273646.63,15373.72
C99962,Facebook,2024-03-23,45763,34377,75.11963813561174,25478,74.1135061232801,243.87,0.01,282264.2,115643.72
C56541,Facebook,2024-03-16,30014,21019,70.03065236223097,9142,43.49398163566297,775.34,0.08,94290.45,12061.17
C90526,Facebook,2024-02-25,44637,1865,4.178148173040303,1582,84.82573726541554,1597.1,1.01,62273.77,3799.18
C13800,Google Ads,2024-01-28,39327,6720,17.087497139369898,2282,33.958333333333336,1578.65,0.69,102118.09,6368.7
C71471,Google Ads,2024-02-10,45136,44002,97.48759305210918,22549,51.24539793645744,1065.25,0.05,638111.68,59802.53
C22317,Email,2024-03-24,13220,2856,21.603630862329805,2405,84.20868347338936,1214.85,0.51,103182.37,8393.42
C79431,Google Ads,2024-01-30,10325,5599,54.22760290556901,5478,97.83889980353635,1771.95,0.32,153042.66,8536.96
C99384,Google Ads,2024-02-04,44022,30667,69.66289582481487,26836,87.50774448103826,225.44,0.01,1022779.94,453581.66
C77796,Facebook,2024-01-08,40455,27959,69.11135829934494,2259,8.07968811473944,1947.74,0.86,51007.87,2518.82
C39327,Google Ads,2024-03-31,22227,21239,95.55495568452783,1123,5.287442911624842,1722.12,1.53,50469.4,2830.66
C92361,Google Ads,2024-01-25,33699,6158,18.273539274162438,3572,58.005846053913615,1921.42,0.54,111761.61,5716.62
C21610,Email,2024-01-04,47648,41379,86.84309939556749,13134,31.740738055535417,1277.33,0.1,174366.71,13550.87
C16984,Google Ads,2024-01-07,19856,11604,58.440773569701854,5103,43.97621509824198,639.43,0.13,155264.36,24181.68
C83043,Facebook,2024-03-02,33711,29618,87.85856248702204,6650,22.452562630832603,1234.32,0.19,118664.05,9513.72
C85810,Email,2024-01-02,45780,26118,57.05111402359109,12210,46.74936825178038,1509.05,0.12,493777.46,32621.08
C08197,Google Ads,2024-02-15,42996,17186,39.971160107917015,14721,85.65693005935063,1774.39,0.12,289960.03,16241.39
C82113,Facebook,2024-02-24,7814,6726,86.07627335551574,4041,60.08028545941124,1742.53,0.43,187852.26,10680.43
C75055,Facebook,2024-02-21,16954,14833,87.4896779521057,7787,52.497808939526735,868.53,0.11,242577.97,27829.72
C70625,Email,2024-02-11,47494,19855,41.805280667031624,7163,36.07655502392345,1154.34,0.16,196015.38,16880.73
C95233,Google Ads,2024-03-22,48462,31764,65.5441376748793,20603,64.8627376904672,1003.84,0.05,759713.35,75580.72
C11523,Facebook,2024-03-14,32907,30485,92.63986385875346,933,3.0605215679842543,1955.63,2.1,27556.72,1309.1
C03796,Facebook,2024-02-27,10608,8939,84.26659125188537,5232,58.53003691688108,1415.86,0.27,71980.1,4983.84
C83562,Google Ads,2024-02-20,22006,12024,54.63964373352722,8516,70.82501663339985,684.62,0.08,256098.94,37307.46
C07781,Facebook,2024-02-20,10444,4752,45.49980850248947,3646,76.72558922558923,1453.93,0.4,46432.67,3093.6
C00923,Email,2024-02-28,34514,10294,29.825578026308165,5883,57.14979599766854,337.91,0.06,148161.38,43746.4
C30345,Email,2024-03-22,35380,26278,74.2736009044658,16087,61.21850978004414,259.29,0.02,504419.18,194438.62
C71439,Google Ads,2024-02-23,19683,6619,33.628003861200014,895,13.521680012086417,1292.29,1.44,30718.18,2277.03
C54444,Google Ads,2024-02-27,9152,3574,39.05157342657343,498,13.933967543368775,1332.3,2.68,24630.85,1748.75
C82895,Facebook,2024-01-22,34214,30831,90.11223475770153,3414,11.073270409652622,1972.96,0.58,124405.01,6205.5
C87374,Email,2024-01-26,37338,33147,88.77551020408163,15295,46.14293902917308,475.74,0.03,630690.28,132470.37
C21519,Email,2024-03-03,25595,16645,65.03223285798008,913,5.485130669870832,710.02,0.78,34708.8,4788.43
C52045,Facebook,2024-01-09,7779,2155,27.702789561640312,1133,52.5754060324826,778.76,0.69,38067.41,4788.21
C15035,Facebook,2024-03-22,37748,6983,18.498993324149623,3782,54.160103107546895,1231.39,0.33,57598.03,4577.48
C08395,Google Ads,2024-02-27,31530,29616,93.92959086584204,2757,9.309157212317666,1172.52,0.43,61051.84,5106.89
C91599,Google Ads,2024-02-13,35264,1983,5.623298548094374,805,40.59505799293999,1699.62,2.11,33146.61,1850.24
C05089,Email,2024-01-10,31203,7269,23.29583693875589,933,12.835328105654147,1079.72,1.16,30309.3,2707.14
C50688,Email,2024-02-19,24986,6439,25.7704314416073,1398,21.711445876688927,1487.92,1.06,46978.48,3057.33
C42936,Email,2024-02-05,12851,6127,47.67722356236869,5105,83.31973233229965,1864.51,0.37,111634.65,5887.35
C50436,Facebook,2024-01-03,7235,3696,51.08500345542502,709,19.182900432900432,1710.34,2.41,19808.35,1058.15
C67690,Google Ads,2024-02-03,32693,16843,51.51867372220353,13537,80.37166775515051,550.36,0.04,156057.16,28255.47
C18915,Email,2024-02-24,24159,17984,74.44016722546462,17497,97.29203736654804,962.11,0.05,630555.94,65438.86
C86799,Google Ads,2024-01-20,14136,8178,57.85229202037352,5067,61.9589141599413,1645.68,0.32,106418.34,6366.53
C10984,Email,2024-01-16,47261,15604,33.01665220795159,5042,32.31222763394002,561.33,0.11,111433.44,19751.68
C64312,Google Ads,2024-03-18,43124,29865,69.25377979779242,15183,50.83877448518332,1353.79,0.09,441781.36,32532.93
C76743,Google Ads,2024-03-08,17987,7460,41.474398176460774,2423,32.479892761394105,507.17,0.21,37666.38,7326.78
C39912,Google Ads,2024-02-16,35441,25852,72.94376569509889,17558,67.91737583165713,963.39,0.05,341186.86,35315.24
C75570,Google Ads,2024-02-07,29198,21342,73.09404753750258,743,3.4813981819885673,1395.41,1.88,18940.68,1257.36
C62059,Email,2024-01-29,40229,14833,36.871411171045764,4812,32.441178453448394,992.51,0.21,194616.92,19508.56
C51994,Facebook,2024-03-19,27155,4595,16.921377278585894,371,8.073993471164309,1100.73,2.97,10487.9,852.81
C77927,Email,2024-02-26,47010,706,1.501808125930653,519,73.51274787535411,520.6,1.0,10019.84,1824.67
C81411,Google Ads,2024-01-31,6139,3159,51.4578921648477,223,7.059195948084837,981.71,4.4,10501.82,969.75
C82271,Facebook,2024-03-30,41507,7672,18.483629267352494,5901,76.91605839416059,1969.57,0.33,68160.89,3360.7
C31512,Google Ads,2024-02-01,21675,19736,91.05420991926182,263,1.3325901905147952,1268.25,4.82,11172.94,780.97
C15468,Facebook,2024-03-20,16545,13438,81.22091266243578,12100,90.04316118470011,1118.59,0.09,423544.25,37764.12
C44181,Facebook,2024-01-18,15286,3742,24.479916263247418,2293,61.277391769107425,940.02,0.41,24062.49,2459.78
C58695,Google Ads,2024-03-07,49829,22192,44.53631419454535,19953,89.91077865897621,771.02,0.04,249699.45,32285.6
C70340,Google Ads,2024-02-27,30565,24285,79.45362342548667,7382,30.39736462837142,1059.87,0.14,228973.6,21503.93
C81422,Facebook,2024-01-23,31377,23822,75.92185358702234,5241,22.000671648056418,825.38,0.16,54993.61,6562.82
C79026,Google Ads,2024-02-04,21648,2433,11.238913525498893,2201,90.46444718454583,1757.43,0.8,68802.34,3814.94
C13111,Facebook,2024-01-12,26214,18987,72.43076218814373,2579,13.582977826934217,973.83,0.38,109371.52,11131.07
C94842,Google Ads,2024-02-27,24440,6998,28.63338788870704,4806,68.67676478993998,1832.01,0.38,109241.45,5862.93
C71496,Email,2024-02-19,24770,7816,31.55429955591441,3358,42.96315250767656,1464.5,0.44,91582.25,6153.48
C08113,Facebook,2024-03-26,42294,21276,50.30500780252518,7762,36.48242150780222,1256.27,0.16,288142.57,22836.36
C12764,Google Ads,2024-01-20,12887,637,4.942965779467681,287,45.05494505494506,941.92,3.28,11676.98,1139.7
C74388,Google Ads,2024-03-20,26821,10132,37.776369262891016,1390,13.718910382945124,1202.37,0.87,64204.73,5239.85
C46420,Google Ads,2024-02-09,29764,8031,26.9822604488644,3200,39.845598306562074,1551.26,0.48,106803.13,6784.93
C50773,Google Ads,2024-03-02,15071,9444,62.66339327184659,1543,16.338415925455315,1183.8,0.77,22280.73,1782.14
C21575,Google Ads,2024-03-06,47276,46495,98.34799898468567,39152,84.20690396816862,867.05,0.02,1281860.3,147741.57
C44713,Email,2024-03-22,29870,10754,36.002678272514224,612,5.69090570950344,1030.96,1.68,25320.0,2355.96
C85643,Email,2024-02-03,38984,16372,41.99671660168274,6526,39.86073784510139,882.66,0.14,158630.62,17871.88
C03714,Google Ads,2024-01-15,26630,22829,85.72662410814871,9630,42.183188050286915,1216.08,0.13,402209.62,32974.27
C21321,Facebook,2024-02-10,49983,40480,80.98753576215914,25949,64.10326086956522,346.13,0.01,419906.32,121214.63
C28400,Facebook,2024-03-16,5598,2827,50.50017863522687,1139,40.29006013441811,1327.35,1.17,30418.64,2191.68
C38373,Google Ads,2024-03-17,31184,10389,33.31516162134428,7180,69.11156030416788,1722.7,0.24,292610.51,16885.58
C85520,Google Ads,2024-02-03,32458,19829,61.09125639287695,18708,94.34666397700337,442.59,0.02,191200.49,43100.36
C94333,Email,2024-03-07,36353,13411,36.8910406293841,5273,39.31846991275819,1883.81,0.36,181946.51,9558.43
C94711,Google Ads,2024-03-01,48846,47853,97.96708021127625,26870,56.15112950076275,302.94,0.01,411378.18,135695.27
C17008,Email,2024-01-18,24532,4218,17.193869232023477,313,7.4205784732100515,862.51,2.76,11841.07,1272.86
C44603,Google Ads,2024-03-10,17218,5852,33.9876873039842,5801,99.12850307587149,924.05,0.16,273476.78,29495.45
C62870,Google Ads,2024-02-25,25790,11417,44.26909654905002,10267,89.92730139266007,1891.69,0.18,473931.5,24953.34
C79679,Facebook,2024-03-10,36913,5193,14.068214450193697,4884,94.04968226458695,854.84,0.18,59676.51,6881.02
C69635,Email,2024-01-11,23207,12214,52.630671780066365,4377,35.83592598657279,1215.96,0.28,84112.4,6817.37
C27492,Email,2024-01-30,19688,2759,14.013612352702154,2587,93.76585719463574,1286.8,0.5,108895.86,8362.53
C36563,Facebook,2024-01-23,9759,3074,31.499129009119788,462,15.029277813923228,668.87,1.45,15467.79,2212.53
C92692,Email,2024-03-19,19831,15389,77.60072613584792,3911,25.414256936773022,1459.83,0.37,79108.03,5318.99
C53383,Facebook,2024-03-27,16784,11379,67.7967111534795,3494,30.705685912646103,337.11,0.1,98477.9,29112.39
C77312,Email,2024-01-27,15082,2852,18.909958891393714,2014,70.61711079943899,1456.36,0.72,59549.39,3988.92
C25639,Facebook,2024-01-02,43798,11427,26.090232430704596,3685,32.24818412531723,1804.13,0.49,160212.44,8780.32
C94974,Google Ads,2024-01-17,29350,6196,21.110732538330492,2771,44.7224015493867,1407.37,0.51,74956.34,5225.99
C88188,Email,2024-03-09,46446,36515,78.61818025233605,17027,46.63015199233192,1089.55,0.06,615891.7,56427.16
C37128,Email,2024-03-26,34319,18113,52.77834435735307,16751,92.48053883950753,1886.26,0.11,255838.74,13463.28
C46171,Email,2024-02-02,49521,1528,3.085559661557723,1419,92.86649214659685,704.39,0.5,48575.04,6796.04
C95246,Google Ads,2024-01-09,44811,12818,28.604583695967506,253,1.973786862224996,201.77,0.8,11121.9,5412.17
C38945,Email,2024-03-19,30470,18797,61.69018706924844,14336,76.2674894930042,991.46,0.07,312722.61,31441.63
C31592,Facebook,2024-02-22,45410,38137,83.98370402994935,21987,57.65267325694208,816.36,0.04,357035.29,43635.03
C27113,Email,2024-02-09,36411,26371,72.42591524539289,25349,96.12453073451897,734.88,0.03,1168911.24,158961.51
C18503,Facebook,2024-03-03,33686,18510,54.948643353321856,11430,61.750405186385734,521.39,0.05,537490.94,102988.08
C93158,Google Ads,2024-01-21,13755,8755,63.649581970192656,4079,46.59051970302684,1810.81,0.44,129234.6,7036.84
C13322,Email,2024-02-09,8291,4527,54.60137498492341,4205,92.88712171415949,568.1,0.14,161780.67,28377.5
C11697,Facebook,2024-01-21,34041,16552,48.62371845715461,15472,93.47510874818752,1119.16,0.07,317000.06,28224.82
C55653,Google Ads,2024-02-02,33320,8056,24.17767106842737,7740,96.07745779543197,1341.25,0.17,194650.23,14412.6
C53232,Facebook,2024-03-27,45582,8675,19.031635294633848,2254,25.98270893371758,1380.04,0.61,34824.49,2423.44
C71237,Google Ads,2024-03-21,26796,14467,53.989401403194506,6896,47.66710444459805,909.06,0.13,226618.87,24828.92
C62720,Facebook,2024-02-20,18350,8441,46.0,7023,83.20104253050586,1447.16,0.21,274132.1,18842.76
C30301,Google Ads,2024-02-17,30061,24707,82.1895479192309,14978,60.62249564900636,1766.3,0.12,663309.4,37453.61
C53440,Facebook,2024-02-02,19199,1917,9.98489504661701,1647,85.91549295774648,1414.97,0.86,46849.5,3210.99
C16495,Email,2024-01-23,38550,32332,83.87029831387808,5648,17.468761598416428,1627.52,0.29,171463.67,10435.27
C06291,Google Ads,2024-03-01,43912,27002,61.491164146474766,3340,12.369454114510036,855.09,0.26,92790.24,10751.52
C17286,Email,2024-01-19,8905,6489,72.86917462099944,1516,23.36261365387579,1086.25,0.72,32122.05,2857.15
C48658,Facebook,2024-02-22,49143,10067,20.485114868852126,6353,63.10718188139466,421.69,0.07,227907.57,53946.24
C83969,Facebook,2024-03-04,34040,31444,92.37367802585193,27762,88.29029385574354,940.59,0.03,1326577.19,140936.71
C66685,Facebook,2024-03-10,17849,14795,82.88979774777299,4433,29.962825278810406,1030.88,0.23,221355.55,21372.48
C67072,Email,2024-01-19,6310,4063,64.38985736925515,2013,49.54467142505538,448.97,0.22,95494.58,21169.7
C83559,Google Ads,2024-01-29,10095,771,7.637444279346211,690,89.49416342412452,1962.41,2.84,10687.4,444.61
C04048,Email,2024-01-20,14383,12746,88.61850796078704,6761,53.044092264239765,760.94,0.11,113138.38,14768.24
C24359,Email,2024-02-14,19392,16156,83.31270627062707,10151,62.83114632334736,1944.08,0.19,456606.4,23387.02
C97185,Facebook,2024-03-06,21868,4766,21.794402780318272,48,1.0071338648762065,1480.43,30.84,1093.36,-26.15
C44539,Google Ads,2024-01-06,45796,7934,17.32465717529915,6426,80.99319384925636,1733.4,0.27,299991.52,17206.54
C02590,Google Ads,2024-03-02,30379,7778,25.603212745646665,3499,44.985857546927235,1681.34,0.48,84156.32,4905.31
C08447,Google Ads,2024-03-27,44071,1785,4.050282498695287,1371,76.80672268907564,944.84,0.69,53928.17,5607.65
C44214,Email,2024-02-22,26103,14246,54.576102363712984,5034,35.33623473255651,1324.37,0.26,235978.06,17718.14
C28662,Google Ads,2024-03-26,40332,27810,68.95269265099672,20578,73.99496583962603,1382.64,0.07,753236.08,54378.11
C07798,Email,2024-03-02,36126,29733,82.30360405248298,13608,45.76732923014832,1236.43,0.09,379043.29,30556.27
C66287,Email,2024-02-19,18183,4120,22.65852719573228,3064,74.36893203883496,1227.91,0.4,126096.14,10169.17
C82764,Email,2024-03-25,17057,9310,54.58169666412617,333,3.5767991407089155,1314.26,3.95,7532.41,473.13
C50533,Facebook,2024-02-24,39635,12318,31.078592153399775,545,4.424419548628024,983.62,1.8,14457.99,1369.88
C19923,Facebook,2024-01-05,33170,14004,42.21887247512813,13058,93.2447872036561,224.58,0.02,556893.64,247871.16
C67323,Google Ads,2024-02-22,48643,14382,29.566432991386222,3293,22.896676401056876,1982.78,0.6,82963.3,4084.19
C33186,Facebook,2024-03-14,22529,16818,74.65045053042745,12078,71.81591152336782,1205.45,0.1,141950.35,11675.71
C32328,Google Ads,2024-01-29,34784,24908,71.60763569457221,20743,83.27846475028103,1490.55,0.07,966864.44,64766.29
C05596,Facebook,2024-01-08,15353,572,3.725656223539373,478,83.56643356643356,1653.9,3.46,5221.06,215.68
C16503,Email,2024-03-05,34206,2712,7.928433608138922,634,23.37758112094395,790.98,1.25,8486.32,972.89
C07379,Google Ads,2024-02-11,19810,13140,66.3301362948006,12509,95.1978691019787,947.06,0.08,306222.13,32233.97
C64103,Email,2024-02-21,13353,4305,32.239946079532686,557,12.938443670150987,429.66,0.77,11396.61,2552.47
C03721,Google Ads,2024-03-07,29663,6859,23.12308262819,2773,40.42863391164892,1653.13,0.6,30825.0,1764.64
C51385,Facebook,2024-02-05,31868,24086,75.58051964352957,14696,61.014697334551194,1740.93,0.12,623694.47,35725.36
C29594,Google Ads,2024-03-26,32488,13391,41.21829598621029,698,5.212456127249646,1711.33,2.45,7906.94,362.03
C64003,Google Ads,2024-03-24,45762,29373,64.1864429002229,28872,98.29435195587784,544.88,0.02,695869.16,127610.53
C83523,Facebook,2024-02-08,24887,6693,26.89355888616547,3403,50.84416554609293,781.26,0.23,160403.77,20431.42
C37270,Google Ads,2024-03-20,32819,3462,10.548767482251135,795,22.96360485268631,918.42,1.16,28177.02,2967.99
C08669,Google Ads,2024-02-18,8675,4795,55.27377521613833,3959,82.56517205422314,1049.4,0.27,171500.45,16242.71
C78680,Email,2024-03-04,31717,10035,31.639184033798912,4091,40.767314399601396,1757.49,0.43,47099.26,2579.92
C18108,Facebook,2024-01-09,40764,16344,40.09420076538122,14851,90.86514929025941,530.68,0.04,524959.69,98822.08
C87363,Google Ads,2024-01-02,13740,7907,57.54730713245997,4642,58.70747438978121,1749.89,0.38,104928.66,5896.3
C34692,Email,2024-03-03,16906,4351,25.736424937891872,22,0.505630889450701,1308.62,59.48,840.71,-35.76
C60635,Facebook,2024-02-05,18782,15298,81.45032477904377,10202,66.68845600732122,946.62,0.09,335379.7,35329.18
C66496,Email,2024-02-27,33070,3242,9.80344723314182,2354,72.60950030845157,507.38,0.22,114110.18,22390.08
C76935,Google Ads,2024-03-25,7900,3669,46.44303797468354,3515,95.80267102752794,1298.58,0.37,40048.46,2984.02
C80817,Email,2024-03-12,22509,8437,37.48278466391221,1339,15.870570107858242,830.45,0.62,38864.25,4579.9
C40967,Facebook,2024-03-18,11295,7275,64.40903054448872,5276,72.52233676975945,1380.13,0.26,179105.29,12877.42
C21389,Email,2024-03-23,49144,33152,67.45889630473711,11103,33.491192084942085,1995.01,0.18,353694.05,17628.94
C89734,Facebook,2024-01-11,41198,13696,33.24433224913831,10932,79.81892523364486,984.17,0.09,282208.69,28574.79
C57188,Google Ads,2024-03-22,39978,28731,71.86702686477562,14856,51.70721520309074,1475.19,0.1,549750.53,37166.42
C53589,Google Ads,2024-02-09,6864,2040,29.72027972027972,456,22.35294117647059,981.26,2.15,10685.23,988.93
C82774,Google Ads,2024-03-29,47639,35014,73.49860408488843,18181,51.9249443079911,1552.17,0.09,407982.28,26184.64
C18339,Facebook,2024-03-01,11296,10860,96.14022662889519,3330,30.662983425414364,846.32,0.25,138812.99,16301.95
C02261,Google Ads,2024-02-10,12995,5759,44.31704501731435,2625,45.580830005209236,1156.35,0.44,53169.98,4498.09
C64023,Email,2024-02-09,8769,5821,66.38157144486259,5406,92.87064078337055,660.58,0.12,157059.41,23675.99
C05922,Facebook,2024-03-14,12771,4814,37.69477722966095,1972,40.963855421686745,1374.04,0.7,21953.14,1497.71
